LE_x,LE_y,LE_z,TE_x,TE_y,TE_z,d_tube,camber
0.8630767430175426,4.1565,7.423819809051551,1.5450326776836745,4.130039796867375,7.261364950271782,0.10335689875149735,0.040334
-0.01769468978128639,3.9841196033007544,8.497033387639695,1.7103966474299823,3.9715968676171474,8.492040169869373,0.08111322063846438,0.06921433333333334
-0.23864988658488862,3.147085371141592,9.816746227504566,2.0106621688737727,3.12943184814695,9.787197879905024,0.07875626378016246,0.08241499999999999
-0.3852940131556698,1.9677011127725468,10.6073565473802,2.118729000086964,1.9545056515510937,10.55854695742184,0.07758416018342985,0.09055033333333334
-0.4584192791195412,0.6669541551721638,10.948973784300064,2.16733994663813,0.6634087911809183,10.889841638961673,0.07706561036448212,0.09453255555555555
-0.4584192791195412,-0.6669541551721638,10.948973784300064,2.16733994663813,-0.6634087911809183,10.889841638961673,0.07706561036448212,0.09453255555555555
-0.3852940131556698,-1.9677011127725468,10.6073565473802,2.118729000086964,-1.9545056515510937,10.55854695742184,0.07758416018342985,0.09055033333333334
-0.23864988658488862,-3.147085371141592,9.816746227504566,2.0106621688737727,-3.12943184814695,9.787197879905024,0.07875626378016246,0.082415
-0.01769468978128639,-3.9841196033007544,8.497033387639695,1.7103966474299823,-3.9715968676171474,8.492040169869373,0.08111322063846438,0.06921433333333334
0.8630767430175426,-4.1565,7.423819809051551,1.5450326776836745,-4.130039796867375,7.261364950271782,0.10335689875149735,0.040334
