0.000000000000000000e+00,0.000000000000000000e+00,1.924265336870917355e-18
3.879280933832334540e+03,3.991388125356453202e+03,6.462439738798194412e+03
2.937516822506630433e+03,4.200716600914643095e+03,8.123250029032393286e+03
2.986013859181106454e+03,3.189010446141042848e+03,9.334621635945310118e+03
3.065739163815182110e+03,1.995237814800010483e+03,1.011960087064367508e+04
3.081904017969980941e+03,6.701013872504521487e+02,1.038499916669821687e+04
3.081904017969980941e+03,-6.701013872504745450e+02,1.038499916669821505e+04
3.065739163815188022e+03,-1.995237814800012529e+03,1.011960087064367690e+04
2.986013859181107819e+03,-3.189010446141044213e+03,9.334621635945311937e+03
2.937516822506628614e+03,-4.200716600914644005e+03,8.123250029032393286e+03
3.879280933832622850e+03,-3.991388125351175404e+03,6.462439738797070277e+03
4.540638117088407853e+03,-3.971258510712375937e+03,7.524331292126588778e+03
5.153724193201180242e+03,-3.185413303036891193e+03,8.741491058526853521e+03
5.442823714780032788e+03,-1.941551382231934667e+03,9.340433320984857346e+03
5.611454727855299097e+03,-6.454844708014519483e+02,9.689210438012867598e+03
5.611454727855389137e+03,6.454844708014452408e+02,9.689210438012860322e+03
5.442823714779884540e+03,1.941551382500118962e+03,9.340433320984864622e+03
5.153724193201172056e+03,3.185413303058498514e+03,8.741491058526842608e+03
4.540638117087830324e+03,3.971258510713114902e+03,7.524331292126584231e+03
3.342791731773069841e+03,4.302181171563905082e+03,6.789105771769578496e+03
3.342791731773044376e+03,-4.302181171299695052e+03,6.789105771769579405e+03
4.944369314742982624e+02,0.000000000000000000e+00,8.254956801164955777e+02
1.134985014786887632e+03,0.000000000000000000e+00,1.906421940444693064e+03
1.267704545230487156e+03,5.429286904387884078e+02,2.118471500613606167e+03
2.446760131148477285e+03,1.035035824894467851e+03,4.151468859525932203e+03
3.938680466327846261e+03,2.675633424931078935e+03,6.584021290307762683e+03
4.066709872394306331e+03,1.218730616042911606e+03,6.950510718641212407e+03
1.267704545230487156e+03,-5.429286904389811070e+02,2.118471500612439286e+03
2.446760131148475466e+03,-1.035035824894479219e+03,4.151468859525928565e+03
3.938680466327846261e+03,-2.675633424931078935e+03,6.584021290307764502e+03
4.066709872394306331e+03,-1.218730616042911606e+03,6.950510718641215135e+03
1.738767008917019211e+03,1.614065829005056457e+03,5.167301409968460575e+03
2.272177613064921843e+03,2.509909470392397907e+03,6.724045040417044220e+03
2.322848744144373541e+03,1.478151113994794059e+03,7.385675321188869930e+03
1.738767008917019211e+03,-1.614065829005054184e+03,5.167301409968460575e+03
2.272177613064921843e+03,-2.509909470392397907e+03,6.724045040417044220e+03
2.322848744144373541e+03,-1.478151113994794059e+03,7.385675321188868111e+03
