0.000000000000000000e+00,0.000000000000000000e+00,1.285194480337348517e-19
3.795287797533731009e+03,3.980982041599258537e+03,6.524369676168023034e+03
2.828430113012791480e+03,4.217961630696713655e+03,8.162770419610680619e+03
2.842161734524758231e+03,3.201702460149896524e+03,9.374118937424531396e+03
2.897821326306195260e+03,2.002687926045293807e+03,1.016052375356935590e+04
2.903635830049672677e+03,6.729074598217167704e+02,1.042292570166446421e+04
2.903635830049672677e+03,-6.729074598217171115e+02,1.042292570166446058e+04
2.897821326306195715e+03,-2.002687926045293352e+03,1.016052375356936500e+04
2.842161734524754593e+03,-3.201702460149896069e+03,9.374118937424527758e+03
2.828430113012790571e+03,-4.217961630696711836e+03,8.162770419610680619e+03
3.795287797533721005e+03,-3.980982041427519562e+03,6.524369676168018486e+03
4.442113674985263060e+03,-3.979047047701842985e+03,7.596871273838720299e+03
5.022571349323423419e+03,-3.188748918776838764e+03,8.829486682712276888e+03
5.293666861886859806e+03,-1.945392819121045250e+03,9.441371000541052126e+03
5.450370138744414362e+03,-6.650344662270016443e+02,9.791117382324235223e+03
5.450370138744414362e+03,6.650344661816781127e+02,9.791117382324207938e+03
5.293666861886861625e+03,1.945392819117266754e+03,9.441371000541057583e+03
5.022571349323419781e+03,3.188748918798485647e+03,8.829486682712291440e+03
4.442113674985273065e+03,3.979047047701795236e+03,7.596871273838505658e+03
3.261065528295014246e+03,4.313836334833499677e+03,6.835023451006220057e+03
3.261065528295016065e+03,-4.313836334564148274e+03,6.835023451006240066e+03
4.823906334195430645e+02,0.000000000000000000e+00,8.307629162379148511e+02
1.124926919789929798e+03,0.000000000000000000e+00,1.951280367552126336e+03
1.234091686359740834e+03,5.596237745718502765e+02,2.129060191874936663e+03
2.393541359694026141e+03,1.039638950570696352e+03,4.196903127024113019e+03
3.845841859605609898e+03,2.686223383991813535e+03,6.649382654952414669e+03
3.964663853408281284e+03,1.228587333231296043e+03,7.023038328098708917e+03
1.234091686359739242e+03,-5.596237745718503902e+02,2.129060191874937573e+03
2.393541359694025687e+03,-1.039638950570704537e+03,4.196903127024113928e+03
3.845841859605609443e+03,-2.686223383991810351e+03,6.649382654952447410e+03
3.964663853408281284e+03,-1.228587333231296043e+03,7.023038328098708917e+03
1.664700816639854111e+03,1.639292253975184394e+03,5.183768701502247495e+03
2.175395612853310467e+03,2.535242313725603708e+03,6.747728426823467998e+03
2.205737537655274082e+03,1.493082036247872338e+03,7.412158391482820662e+03
1.664700816639853656e+03,-1.639292253975184394e+03,5.183768701502247495e+03
2.175395612853310467e+03,-2.535242313725603708e+03,6.747728426823467998e+03
2.205737537655274082e+03,-1.493082036247872338e+03,7.412158391482821571e+03
